"","MOLECULE_NAME","SMILES","STRUCTURE","FDA_APPROVED"
"131","MGCD265","Cn1cnc(c1)-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1","http://data.lincscloud.org/pert_images/BRD-K56277358.png",FALSE
"132","MK1775","CN1CCN(CC1)c1ccc(Nc2ncc3c(n2)n(-c2cccc(n2)C(C)(C)O)n(CC=C)c3=O)cc1","http://data.lincscloud.org/pert_images/BRD-K54256913.png",FALSE
"133","MK2206","NC1(CCC1)c2ccc(cc2)c3nc4ccn5c(=O)[nH]nc5c4cc3c6ccccc6","http://data.lincscloud.org/pert_images/BRD-K68065987.png",FALSE
"134","MLN2238","CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O","http://data.lincscloud.org/pert_images/BRD-K78659596.png",FALSE
"135","MST312","Oc1cccc(C(=O)Nc2cccc(NC(=O)c3cccc(O)c3O)c2)c1O","http://data.lincscloud.org/pert_images/BRD-K19894101.png",FALSE
"136","MYRICETIN","Oc1cc(O)c2c(=O)c(O)c(oc2c1)c3cc(O)c(O)c(O)c3","http://data.lincscloud.org/pert_images/BRD-K43149758.png",FALSE
"137","MYRIOCIN","CCCCCCC(=O)CCCCCC\C=C\C[C@H](O)[C@@H](O)C(N)(CO)C(O)=O","http://data.lincscloud.org/pert_images/BRD-A76279427.png",FALSE
"138","NARCICLASINE","O[C@H]1C=C2[C@@H](NC(=O)c3c(O)c4OCOc4cc23)[C@H](O)[C@@H]1O","http://data.lincscloud.org/pert_images/BRD-K06792661.png",FALSE
"139","NAVITOCLAX","CC1(C)CCC(=C(CN2CCN(CC2)c3ccc(cc3)C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc6ccccc6)c(c4)S(=O)(=O)C(F)(F)F)C1)c7ccc(Cl)cc7","http://data.lincscloud.org/pert_images/BRD-K82746043.png",FALSE
"140","NECROSTATIN1","CN1C(=O)C(Cc2c[nH]c3ccccc23)NC1=S","http://data.lincscloud.org/pert_images/BRD-A36318220.png",FALSE
"141","NERATINIB","CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C","http://data.lincscloud.org/pert_images/BRD-K85606544.png",FALSE
"142","NICLOSAMIDE","Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+](=O)[O-]","http://data.lincscloud.org/pert_images/BRD-K35960502.png",FALSE
"143","NILOTINIB","Cc1cn(cn1)c2cc(NC(=O)c3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)cc(c2)C(F)(F)F","http://data.lincscloud.org/pert_images/BRD-K81528515.png",FALSE
"144","NINTEDANIB","COC(=O)c1ccc2c(NC(=O)\C2=C(/Nc2ccc(cc2)N(C)C(=O)CN2CCN(C)CC2)c2ccccc2)c1","http://data.lincscloud.org/pert_images/BRD-K49075727.png",FALSE
"145","NSC23766","CCN(CC)CCCC(C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1","http://data.lincscloud.org/pert_images/BRD-A80213327.png",FALSE
"146","NSC632839","Cc1ccc(/C=C/2\CNC/C(=C/c3ccc(C)cc3)/C2=O)cc1","http://data.lincscloud.org/pert_images/BRD-K74402642.png",FALSE
"147","NUTLIN3","COc1ccc(C2=NC(C(N2C(=O)N3CCNC(=O)C3)c4ccc(Cl)cc4)c5ccc(Cl)cc5)c(OC(C)C)c1","http://data.lincscloud.org/pert_images/BRD-A12230535.png",FALSE
"148","NVPBEZ235","Cn1c(=O)n(c2ccc(cc2)C(C)(C)C#N)c3c1cnc4ccc(cc34)c5cnc6ccccc6c5","http://data.lincscloud.org/pert_images/BRD-K12184916.png",FALSE
"149","NVPTAE684","COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)CC1","http://data.lincscloud.org/pert_images/BRD-K50140147.png",FALSE
"150","OBATOCLAX","COC1=CC(=N\C\1=C/c1[nH]c(C)cc1C)c1cc2ccccc2[nH]1","http://data.lincscloud.org/pert_images/BRD-K15600710.png",FALSE
"151","OLAPARIB","Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1","http://data.lincscloud.org/pert_images/BRD-K02113016.png",FALSE
"152","OLIGOMYCINA","CCC1CCC2OC3(CC[C@@H](C)C(C[C@H](C)O)O3)[C@H](C)C(OC(=O)\C=C\[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@@](C)(O)[C@H](O)[C@@H](C)C\C=C\C=C\1)[C@H]2C","http://data.lincscloud.org/pert_images/BRD-A81541225.png",FALSE
"153","OSI027","COc1cccc2cc([nH]c12)-c1nc([C@@H]2CC[C@@H](CC2)C(O)=O)n2ncnc(N)c12","http://data.lincscloud.org/pert_images/BRD-K94294671.png",FALSE
"154","OSI930","FC(F)(F)Oc1ccc(NC(=O)c2sccc2NCc2ccnc3ccccc23)cc1","http://data.lincscloud.org/pert_images/BRD-K25340465.png",FALSE
"155","OUABAIN","CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(CCC5(O)C4CCC3(O)C2)C6=CC(=O)OC6)C(O)C(O)C1O","http://data.lincscloud.org/pert_images/BRD-A46747628.png",FALSE
"156","PAC1","Oc1c(CC=C)cccc1\C=N\NC(=O)CN1CCN(Cc2ccccc2)CC1","http://data.lincscloud.org/pert_images/BRD-K92991072.png",FALSE
"157","PACLITAXEL","CC(=O)OC1C2=C(C)C(CC(O)(C(OC(=O)c3ccccc3)C4C5(COC5CC(O)C4(C)C1=O)OC(=O)C)C2(C)C)OC(=O)C(O)C(NC(=O)c6ccccc6)c7ccccc7","http://data.lincscloud.org/pert_images/BRD-A23723433.png",TRUE
"158","PARBENDAZOLE","CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1","http://data.lincscloud.org/pert_images/BRD-K02407574.png",FALSE
"159","PARTHENOLIDE","CC1=CCC[C@@]2(C)O[C@H]2[C@@H]2OC(=O)C(=C)[C@@H]2CC1","http://data.lincscloud.org/pert_images/BRD-K04949373.png",FALSE
"160","PAZOPANIB","CN(c1ccc2c(C)n(C)nc2c1)c1ccnc(Nc2ccc(C)c(c2)S(N)(=O)=O)n1","http://data.lincscloud.org/pert_images/BRD-K74514084.png",FALSE
"161","PF543","Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1","http://data.lincscloud.org/pert_images/BRD-K79877282.png",FALSE
"162","PF750","O=C(Nc1ccccc1)N2CCC(Cc3cnc4ccccc4c3)CC2","http://data.lincscloud.org/pert_images/BRD-K83213911.png",FALSE
"163","PHA793887","CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C","http://data.lincscloud.org/pert_images/BRD-K64800655.png",FALSE
"164","PHLORETIN","Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1","http://data.lincscloud.org/pert_images/BRD-K15563106.png",FALSE
"165","PI103","Oc1cccc(c1)c2nc(N3CCOCC3)c4oc5ncccc5c4n2","http://data.lincscloud.org/pert_images/BRD-K67868012.png",FALSE
"166","PIFITHRINALPHA","Cc1ccc(cc1)C(=O)Cn2c3CCCCc3sc2=N","http://data.lincscloud.org/pert_images/BRD-K66874953.png",FALSE
"167","PIFITHRINMU","NS(=O)(=O)C#Cc1ccccc1","http://data.lincscloud.org/pert_images/BRD-K96799727.png",FALSE
"168","PIPERLONGUMINE","COc1cc(/C=C/C(=O)N2CCC=CC2=O)cc(OC)c1OC","http://data.lincscloud.org/pert_images/BRD-K24132293.png",FALSE
"169","PLX4720","CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F","http://data.lincscloud.org/pert_images/BRD-K16478699.png",FALSE
"170","PRIMA1","OCC1(CO)N2CCC(CC2)C1=O","http://data.lincscloud.org/pert_images/BRD-K15318909.png",FALSE
"171","PRIMA1MET","COC[C@]1(CO)[N@@]2CC[C@@H](CC2)C1=O","http://data.lincscloud.org/pert_images/BRD-K49456190.png",FALSE
"172","PRL3INHIBITORI","Brc1ccc(OCc2ccccc2Br)c(/C=C\3/SC(=S)NC3=O)c1","http://data.lincscloud.org/pert_images/BRD-K09907482.png",FALSE
"173","PROCARBAZINE","CNNCc1ccc(cc1)C(=O)NC(C)C","http://data.lincscloud.org/pert_images/BRD-K13032584.png",FALSE
"174","PROCHLORPERAZINE","CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1","http://data.lincscloud.org/pert_images/BRD-K19352500.png",TRUE
"175","PURMORPHAMINE","C1CCC(CC1)n2cnc3c(Nc4ccc(cc4)N5CCOCC5)nc(Oc6cccc7ccccc67)nc23","http://data.lincscloud.org/pert_images/BRD-K73397362.png",FALSE
"176","PX12","CCC(C)SSc1ncc[nH]1","http://data.lincscloud.org/pert_images/BRD-A56592690.png",FALSE
"177","PYRAZOLANTHRONE","O=C1c2ccccc2-c3n[nH]c4cccc1c34","http://data.lincscloud.org/pert_images/BRD-K01567962.png",FALSE
"178","QS11","OC[C@H](Cc1ccccc1)Nc1nc(Oc2ccc3CCCc3c2)nc2n(Cc3ccc(cc3)-c3ccccc3)cnc12","http://data.lincscloud.org/pert_images/BRD-K02526760.png",FALSE
"179","QUIZARTINIB","CC(C)(C)c1cc(NC(=O)Nc2ccc(cc2)-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc32)no1","http://data.lincscloud.org/pert_images/BRD-K93918653.png",FALSE
"180","RG108","OC(=O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O","http://data.lincscloud.org/pert_images/BRD-K89391146.png",FALSE
"181","RITA","OCc1ccc(s1)c2ccc(o2)c3ccc(CO)s3","http://data.lincscloud.org/pert_images/BRD-K00317371.png",FALSE
"182","RUXOLITINIB","N#CC[C@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12","http://data.lincscloud.org/pert_images/BRD-K53972329.png",FALSE
"183","SALERMIDE","CC(C(=O)Nc1cccc(c1)\N=C\c1c(O)ccc2ccccc12)c1ccccc1","http://data.lincscloud.org/pert_images/BRD-A67788537.png",FALSE
"184","SARACATINIB","CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c5OCOc5ccc4Cl)ncnc3c2)CC1","http://data.lincscloud.org/pert_images/BRD-K19540840.png",FALSE
"185","SB225002","Oc1cc(ccc1NC(=O)Nc2ccccc2Br)[N+](=O)[O-]","http://data.lincscloud.org/pert_images/BRD-K61323504.png",FALSE
"186","SB431542","NC(=O)c1ccc(cc1)c2nc(c([nH]2)c3ccccn3)c4ccc5OCOc5c4","http://data.lincscloud.org/pert_images/BRD-K67298865.png",FALSE
"187","SB525334","Cc1cccc(n1)-c1[nH]c(nc1-c1ccc2nccnc2c1)C(C)(C)C","http://data.lincscloud.org/pert_images/BRD-K37720887.png",FALSE
"188","SCH79797","CC(C)c1ccc(Cn2ccc3c2ccc4nc(NC5CC5)nc(N)c34)cc1","http://data.lincscloud.org/pert_images/BRD-K17140735.png",FALSE
"189","SELUMETINIB","Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO","http://data.lincscloud.org/pert_images/BRD-K57080016.png",FALSE
"190","SERDEMETAN","C(Cc1c[nH]c2ccccc12)Nc1cccc(Nc2ccncc2)c1","http://data.lincscloud.org/pert_images/BRD-K60219430.png",FALSE
"191","SGX523","Cn1cc(cn1)-c1ccc2nnc(Sc3ccc4ncccc4c3)n2n1","http://data.lincscloud.org/pert_images/BRD-K19477839.png",FALSE
"192","SID26681509","CCc1ccccc1NC(=O)CSC(=O)NNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)OC(C)(C)C","http://data.lincscloud.org/pert_images/BRD-K08417745.png",FALSE
"193","SILDENAFIL","CCCc1nn(C)c2c(=O)[nH]c(nc12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(C)CC4","http://data.lincscloud.org/pert_images/BRD-K79759585.png",FALSE
"194","SIMVASTATIN","CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12","http://data.lincscloud.org/pert_images/BRD-A81772229.png",TRUE
"195","SIROLIMUS","CO[C@@H]1CC(CC(C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C)C[C@H](C)\C=C\C=C\C=C(C)/[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1O","http://data.lincscloud.org/pert_images/BRD-A23770159.png",TRUE
"196","SITAGLIPTIN","N[C@@H](CC(=O)N1CCn2c(nnc2C1)C(F)(F)F)Cc3cc(F)c(F)cc3F","http://data.lincscloud.org/pert_images/BRD-K19416115.png",FALSE
"197","SJ172550","CCOc1cc(cc(Cl)c1OCC(=O)OC)\C=C1C(=O)N(N=C/1C)c1ccccc1","http://data.lincscloud.org/pert_images/BRD-K93095519.png",FALSE
"198","SN38","CCc1c2Cn3c(cc4c(COC(=O)C4(O)CC)c3=O)-c2nc5ccc(O)cc15","http://data.lincscloud.org/pert_images/BRD-A36630025.png",FALSE
"199","SORAFENIB","CNC(=O)c1cccc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)c1","http://data.lincscloud.org/pert_images/BRD-K49810818.png",TRUE
"200","SRT1720","O=C(Nc1cc(CN2CCNCC2)cc(c1)-c1nc2ccccc2[nH]1)c1cnc2ccccc2n1","http://data.lincscloud.org/pert_images/BRD-K53855319.png",FALSE
"201","STAUROSPORINE","CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35","http://data.lincscloud.org/pert_images/BRD-K17953061.png",FALSE
"202","SU11274","CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc2NC(=O)\C(=C\c3[nH]c(C)c(C(=O)N4CCN(C)CC4)c3C)c2c1","http://data.lincscloud.org/pert_images/BRD-K59067695.png",FALSE
"203","SUNITINIB","COc1ccc(cc1)S(=O)(=O)N(C(C)=O)c1ccccc1\C=C\c1cc[n+]([O-])cc1","http://data.lincscloud.org/pert_images/BRD-K70511574.png",FALSE
"204","TACEDINALINE","CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N","http://data.lincscloud.org/pert_images/BRD-K52313696.png",FALSE
"205","TACROLIMUS","CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC","http://data.lincscloud.org/pert_images/BRD-K65261396.png",TRUE
"206","TAMOXIFEN","CCC(=C(c1ccccc1)c2ccc(OCCN(C)C)cc2)c3ccccc3","http://data.lincscloud.org/pert_images/BRD-K43744935.png",FALSE
"207","TANDUTINIB","COc1cc2c(ncnc2cc1OCCCN3CCCCC3)N4CCN(CC4)C(=O)Nc5ccc(OC(C)C)cc5","http://data.lincscloud.org/pert_images/BRD-K89162000.png",FALSE
"208","TANESPIMYCIN","COC1CC(C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O","http://data.lincscloud.org/pert_images/BRD-A61304759.png",FALSE
"209","TEMOZOLOMIDE","Cn1nnc2c(ncn2c1=O)C(=O)N","http://data.lincscloud.org/pert_images/BRD-K32107296.png",TRUE
"210","TEMSIROLIMUS","COC1CC(CC(C)C2CC(=O)C(C)\C=C(C)\C(O)C(OC)C(=O)C(C)CC(C)\C=C\C=C\C=C(C)\C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1OC(=O)C(C)(CO)CO","http://data.lincscloud.org/pert_images/BRD-A62025033.png",TRUE
"211","TENIPOSIDE","COc1cc(cc(OC)c1O)[C@H]2[C@@H]3C(COC3=O)C(O[C@@H]4O[C@@H]5CO[C@H](OC5[C@H](O)[C@H]4O)c6cccs6)c7cc8OCOc8cc27","http://data.lincscloud.org/pert_images/BRD-A35588707.png",FALSE
"212","TG100115","Nc1nc(N)c2nc(-c3cccc(O)c3)c(nc2n1)-c1cccc(O)c1","http://data.lincscloud.org/pert_images/BRD-K64785675.png",FALSE
"213","TG101348","Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(c1)S(=O)(=O)NC(C)(C)C","http://data.lincscloud.org/pert_images/BRD-K12502280.png",FALSE
"214","TGX221","CC(Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1","http://data.lincscloud.org/pert_images/BRD-A41692738.png",FALSE
"215","THALIDOMIDE","O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13","http://data.lincscloud.org/pert_images/BRD-A93255169.png",FALSE
"216","TIGECYCLINE","CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C","http://data.lincscloud.org/pert_images/BRD-A34462049.png",TRUE
"217","TIPIFARNIBP2","Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2n(C)c(=O)cc(-c3cccc(Cl)c3)c2c1","http://data.lincscloud.org/pert_images/BRD-K62965247.png",FALSE
"218","TIVANTINIB","O=C1NC(=O)[C@H]([C@@H]1c1c[nH]c2ccccc12)c1cn2CCCc3cccc1c23","http://data.lincscloud.org/pert_images/BRD-K33379087.png",FALSE
"219","TIVOZANIB","COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC","http://data.lincscloud.org/pert_images/BRD-K53414658.png",FALSE
"220","TOPOTECAN","CCC1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)c(CN(C)C)c4cc3Cn1c2=O","http://data.lincscloud.org/pert_images/BRD-A59985574.png",TRUE
"221","TOSEDOSTAT","CC(C)C[C@H]([C@H](O)C(=O)NO)C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1","http://data.lincscloud.org/pert_images/BRD-K92241597.png",FALSE
"222","TPCA1","NC(=O)Nc1sc(cc1C(=O)N)c2ccc(F)cc2","http://data.lincscloud.org/pert_images/BRD-K51575138.png",FALSE
"223","TRAMETINIB","CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O","http://data.lincscloud.org/pert_images/BRD-K12343256.png",FALSE
"224","TRETINOIN","CC(=CCO)C=CC=C(C)C=CC1=C(C)CCCC1(C)C","http://data.lincscloud.org/pert_images/BRD-K64634304.png",TRUE
"225","TRIFLUOPERAZINE","CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1","http://data.lincscloud.org/pert_images/BRD-K89732114.png",FALSE
"226","TRIPTOLIDE","CC(C)[C@@]12O[C@H]2[C@@H]3O[C@]34[C@]5(O[C@H]5CC6C7=C(CC[C@@]64C)C(=O)OC7)[C@@H]1O","http://data.lincscloud.org/pert_images/BRD-A13122391.png",FALSE
"227","TUBASTATINA","CN1CCc2c(C1)c1ccccc1n2Cc1ccc(cc1)C(=O)NO","http://data.lincscloud.org/pert_images/BRD-K00627859.png",FALSE
"228","TW37","CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(cc2)S(=O)(=O)c2ccccc2C(C)(C)C)c(O)c(O)c1O","http://data.lincscloud.org/pert_images/BRD-K28360340.png",FALSE
"229","UNC0321","COc1cc2c(NC3CCN(C)CC3)nc(nc2cc1OCCOCCN(C)C)N1CCCN(C)CC1","http://data.lincscloud.org/pert_images/BRD-K74236984.png",FALSE
"230","VALDECOXIB","Cc1onc(c1c2ccc(cc2)S(=O)(=O)N)c3ccccc3","http://data.lincscloud.org/pert_images/BRD-K12994359.png",FALSE
"231","VELIPARIB","C[C@@]1(CCCN1)c1nc2c(cccc2[nH]1)C(N)=O","http://data.lincscloud.org/pert_images/BRD-K87142802.png",FALSE
"232","VER155008","Nc1ncnc2n([C@@H]3O[C@H](COCc4ccc(cc4)C#N)[C@@H](O)[C@H]3O)c(NCc3ccc(Cl)c(Cl)c3)nc12","http://data.lincscloud.org/pert_images/BRD-K32330832.png",FALSE
"233","VINCRISTINE","CCC1(O)CC2CN(C1)CCc3c([nH]c4ccccc34)C(C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)C7C86CCN9CC=CC(CC)(C98)C(C(=O)OC)C7(O)C(=O)OC","http://data.lincscloud.org/pert_images/BRD-A76528577.png",FALSE
"234","VORINOSTAT","ONC(=O)CCCCCCC(=O)Nc1ccccc1","http://data.lincscloud.org/pert_images/BRD-K81418486.png",FALSE
"235","WZ4002","COc1cc(ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)C=C)c2)n1)N1CCN(C)CC1","http://data.lincscloud.org/pert_images/BRD-K72420232.png",FALSE
"236","YK4279","COc1ccc(cc1)C(=O)CC1(O)C(=O)Nc2c1c(Cl)ccc2Cl","http://data.lincscloud.org/pert_images/BRD-A62182663.png",FALSE
"237","YM155","COCCn1c2c(C(=O)c3ccccc3C2=O)[n+](Cc2cnccn2)c1C","http://data.lincscloud.org/pert_images/BRD-K76703230.png",FALSE
"238","ZEBULARINE","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cccnc1=O","http://data.lincscloud.org/pert_images/BRD-K87714311.png",FALSE
"239","ZSTK474","FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1","http://data.lincscloud.org/pert_images/BRD-K63068307.png",FALSE
